text,intent,maturity_score,entities,category,metadata
teams that have their own responsibility to act.",Organizational Change,0.16,"[('ING', 'ORG'), ('Spotify', 'ORG')]",Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
Value creation in e-business.,others,1.0,[],Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Further-
more, ﬁrms may allow customers on their digital platforms to co-create
value by generating own content, customize their products, and become
brand ambassadors via the use of social media technologies (Dong &
Wu, 2015), making customers a valuable asset for generating compe-
titive advantage (Prahalad & Ramaswamy, 2000).",others,1.0,"[('platforms', 'TECHNOLOGY'), ('Dong &\nWu', 'ORG'), ('2015', 'DATE'), ('Prahalad & Ramaswamy', 'ORG'), ('2000', 'DATE')]",Business Models,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Tailored automotive business
strategies in the context of digitalization and service-oriented models.",others,4.0,[],Technology and Infrastructure,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Examples concern the use of digital forms in or-
dering processes, the use of digital surveys, or the use digital applica-
tions for internal ﬁnancial declarations.",others,1.0,[],Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Furthermore, this timeframe is in line with other recently
published reviews about digital in general (e.g., Kannan & Li, 2017).",others,1.0,"[('Kannan & Li', 'ORG'), ('2017', 'DATE')]",Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"How smart cities transform op-
erations models: A new research agenda for operations management in the digital
economy.",others,1.0,[],Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Digital platform openness: Drivers, dimensions and outcomes.",others,1.0,"[('Digital', 'ORG')]",Business Models,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Although incumbents can be successful in deploying new digital tech-
nologies, successful business cases seem to be rare.",others,1.0,[],Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Ultimately, they may transform their
businesses.",others,1.0,[],Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Digital marketing: A framework, review and research
agenda.",others,1.0,"[('Digital', 'ORG')]",Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Digital innovation in the energy industry: The im-
pact of controversies on the evolution of innovation ecosystems.",Transformation Digital Innovation,0.59,"[('Digital', 'ORG')]",Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Furthermore, employees with strong digital and analytical skills
are required to create value from big data for both ﬁrms and customers.",data_and_analytics,1.0,[],Technology and Infrastructure,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Research in information systems: Intra-disciplinary
and inter-disciplinary approaches.",others,1.0,[],Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Journal of Strategic Information Systems, 24(2),
113–127.",others,1.0,"[('Journal of Strategic Information Systems', 'ORG'), ('24(2', 'CARDINAL'), ('113–127', 'CARDINAL')]",Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Measuring chain digitisation maturity: An
assessment of Dutch retail branches.",others,4.0,"[('Dutch', 'NORP')]",Technology and Infrastructure,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Digital agility is vital for an incumbent’s survival
(Chakravarty, Grewal, & Sambamurthy, 2013).",others,1.0,"[('Digital', 'ORG'), ('Chakravarty', 'PERSON'), ('2013', 'DATE')]",Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Brand value co-creation in a digitalized world: An
integrative framework and research implications.",others,1.0,[],Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Information technology com-
petencies, organizational agility, and ﬁrm performance: Enabling and facilitating
roles.",others,1.0,[],Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Market ﬁgures show that consumers are shifting their pur-
chases to online stores, and digital touchpoints have an important role
in the customer journey aﬀecting both online and oﬄine sales (Kannan
& Li, 2017).",customer_experience,3.0,"[('Kannan\n& Li', 'ORG'), ('2017', 'DATE')]",Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Platform revolution: How
networked markets are transforming the economy and how to make them work for you.",others,1.0,[],Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Consumers have access to dozens of media channels, actively and ef-
fortlessly communicate with ﬁrms and other consumers, and pass
through rapidly increasing number of touchpoints in their customer
journey, many of which are digital (e.g., Lemon & Verhoef, 2016).",others,1.0,"[('dozens', 'CARDINAL'), ('Lemon & Verhoef', 'ORG'), ('2016', 'DATE')]",Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"International Journal
of Information Systems and Project Management, 5(1), 63–77.",others,1.0,"[('International Journal\nof Information Systems', 'ORG'), ('Project Management', 'ORG'), ('5(1', 'CARDINAL'), ('63–77', 'DATE')]",Uncategorized,"title: Digital transformation_ A multidisciplinary reflection and research agenda; author: Peter C. Verhoef; creationDate: D:20191101204821Z; modDate: D:20191101204821Z; subject: Journal of Business Research,Corrected proof,doi:10.1016/j.jbusres.2019.09.022; keywords: Digital business; Business models; Business strategy; "
"Technological Forecasting and Social
